text,label,token_count,text_length
"['love', 'sunshine', 'havent', 'had', 'much', 'but', 'the', 'feeling', 'of', 'it', 'on', 'my', 'shoulders', 'as', 'walk', 'around', 'the', 'yard', 'is', 'amazing']",surprise,22,106
"['prayed', 'for', 'love', 'for', 'the', 'people', 'that', 'was', 'feeling', 'bitter', 'towards', 'and', 'that', 'they', 'would', 'find', 'what', 'was', 'best', 'for', 'them']",anger,23,114
"['feel', 'so', 'pretty', 'and', 'glamorous']",joy,6,30
"['asked', 'feeling', 'smug']",joy,4,20
"['ive', 'ever', 'worked', 'on', 'and', 'feel', 'very', 'privileged', 'to', 'work', 'with', 'such', 'an', 'amazing', 'team']",joy,16,79
"['feel', 'am', 'beyond', 'pissed', 'off', 'disappointed', 'frustrated', 'with', 'myself']",anger,11,65
"['feel', 'left', 'alone']",sadness,4,17
"['ain', 'shot', 'bitch', 'since', 'this', 'morning', 'so', 'feelin', 'little', 'gun', 'horny']",love,17,72
"['feel', 'lonely', 'remember', 'my', 'moms', 'saying']",sadness,8,39
"['didnt', 'cry', 'but', 'was', 'starting', 'to', 'feel', 'neurotic', 'so', 'my', 'sister', 'who', 'was', 'amazingly', 'chill', 'that', 'morning', 'brought', 'me', 'an', 'ativan']",fear,23,118
"['can', 'make', 'myself', 'feel', 'joyful', 'but', 'can', 'focus', 'on', 'the', 'positive']",joy,14,63
"['do', 'feel', 'little', 'needy']",sadness,6,24
"['feel', 'as', 'the', 'author', 'is', 'very', 'passionate', 'about', 'his', 'poem', 'because', 'when', 'he', 'wrote', 'his', 'poem', 'he', 'wrote', 'from', 'his', 'feeling', 'and', 'history']",joy,24,123
"['instead', 'feel', 'restless']",fear,4,23
"['also', 'feel', 'proud', 'of', 'her']",joy,6,24
"['suppose', 'thats', 'wonderful', 'because', 'it', 'means', 'that', 'they', 'can', 'learn', 'so', 'much', 'so', 'quickly', 'and', 'also', 'make', 'me', 'feel', 'like', 'an', 'idiot', 'much', 'the', 'way', 'did', 'to', 'my', 'parents', 'when', 'they', 'couldnt', 'figure', 'out', 'how', 'to', 'leave', 'an', 'outgoing', 'message', 'on', 'the', 'answering', 'machine']",joy,46,237
"['asked', 'feeling', 'slightly', 'wimpy']",fear,5,30
"['had', 'for', 'me', 'to', 'confess', 'my', 'feelings', 'for', 'her', 'but', 'still', 'couldnt', 'bring', 'myself', 'to', 'her', 'for', 'was', 'scared', 'of', 'losing', 'her', 'once', 'more']",fear,27,124
"['know', 'its', 'the', 'lot', 'of', 'the', 'dumpee', 'to', 'feel', 'slighted', 'jealous', 'unable', 'to', 'move', 'on', 'depressed', 'angry', 'and', 'whole', 'bunch', 'of', 'other', 'negative', 'emotions', 'that', 'stem', 'from', 'the', 'whole', 'rejection', 'and', 'sometimes', 'replacement', 'involved', 'in', 'the', 'break', 'up', 'process']",anger,41,230
"['feel', 'lonely', 'so', 'unbearably', 'crushingly', 'lonely', 'you', 'are', 'not', 'the', 'only', 'one', 'href', 'http', 'creativeliar']",sadness,17,95
"['feel', 'about', 'putting', 'on', 'brave', 'faces', 'fuck', 'that', 'let', 'get', 'real']",joy,13,60
"['was', 'thinking', 'about', 'how', 'you', 'all', 'were', 'watching', 'general', 'conference', 'and', 'was', 'feeling', 'bit', 'jealous']",anger,18,97
"['know', 'and', 'feel', 'that', 'its', 'time', 'to', 'wake', 'up', 'to', 'be', 'brave', 'to', 'change', 'my', 'perspective']",joy,18,79
"['shall', 'have', 'to', 'stay', 'feeling', 'neglectful', 'of', 'all', 'things', 'art', 'related']",sadness,12,65
"['also', 'find', 'that', 'during', 'those', 'times', 'when', 'feel', 'victimized', 'by', 'his', 'loss', 'dont', 'feel', 'him', 'near', 'me', 'at', 'all']",sadness,22,101
"['feel', 'like', 'everything', 'do', 'will', 'make', 'mistake', 'and', 'will', 'be', 'punished']",sadness,16,72
"['mean', 'already', 'did', 'of', 'course', 'but', 'feel', 'more', 'glamourous', 'naked', 'now']",joy,14,67
"['feel', 'decently', 'intelligent']",joy,4,27
"['dont', 'want', 'to', 'pretend', 'am', 'someone', 'and', 'am', 'not', 'because', 'dont', 'feel', 'comfortable']",joy,17,80
"['cherished', 'and', 'enjoyed', 'didn', 'have', 'many', 'friends', 'in', 'college', 'and', 'she', 'was', 'my', 'first', 'real', 'friend', 'that', 'made', 'me', 'feel', 'like', 'was', 'accepted']",love,27,132
"['want', 'to', 'be', 'positive', 'in', 'the', 'morning', 'will', 'need', 'to', 'convince', 'my', 'subconscious', 'into', 'believing', 'am', 'feeling', 'terrific']",joy,21,113
"['feel', 'helpless', 'at', 'the', 'same', 'time', 'wherein', 'practically', 'no', 'other', 'option', 'than', 'to', 'just', 'sit', 'and', 'watch', 'the', 'drama']",fear,20,105
"['kind', 'of', 'struggled', 'with', 'it', 'though', 'and', 'didnt', 'feel', 'like', 'it', 'was', 'super', 'powerful']",joy,15,76
"['woke', 'up', 'this', 'morning', 'feeling', 'like', 'the', 'unfortunate', 'drain', 'cover', 'that', 'href', 'http', 'www']",sadness,16,84
"['just', 'havent', 'been', 'taking', 'much', 'action', 'in', 'my', 'life', 'rather', 'leaving', 'it', 'at', 'status', 'quo', 'probably', 'not', 'good', 'idea', 'but', 'feel', 'that', 'things', 'exist', 'at', 'such', 'delicate', 'balance', 'that', 'am', 'afraid', 'if', 'lunge', 'for', 'what', 'want', 'the', 'whole', 'thing', 'will', 'crumble', 'and', 'will', 'be', 'worse', 'off', 'than', 'before']",love,56,270
"['finally', 'realized', 'that', 'all', 'needed', 'was', 'to', 'be', 'and', 'feel', 'useful', 'and', 'blogging', 'allowed', 'me', 'to', 'do', 'that']",joy,20,97
"['go', 'on', 'these', 'walks', 'with', 'my', 'mother', 'in', 'the', 'evenings', 'feel', 'this', 'frantic', 'anxious', 'energy', 'from', 'her', 'as', 'if', 'shes', 'losing', 'her', 'daughter', 'and', 'doesnt', 'know', 'how', 'to', 'win', 'her', 'back']",fear,33,161
"['should', 'feel', 'awful', 'about', 'the', 'nonexistence', 'of', 'gods']",sadness,9,50
"['have', 'been', 'sneakily', 'listen', 'to', 'mas', 'music', 'since', 'the', 'beginning', 'of', 'october', 'but', 'now', 'feel', 'as', 'if', 'it', 'is', 'little', 'more', 'socially', 'acceptable', 'to', 'prance', 'around', 'while', 'eartha', 'kitt', 'version', 'of', 'santa', 'baby', 'blares', 'from', 'my', 'ipod']",joy,42,213
"['miss', 'them', 'like', 'crazy', 'every', 'time', 'think', 'about', 'them', 'feel', 'sense', 'of', 'melancholy', 'fervent', 'yearning', 'to', 'see', 'them', 'to', 'be', 'by', 'their', 'side', 'to', 'know', 'how', 'they', 'are', 'doing']",sadness,34,159
"['feel', 'little', 'overwhelmed']",fear,5,27
"['feel', 'that', 'were', 'like', 'sweet', 'couple']",love,7,34
"['am', 'yelling', 'at', 'my', 'kids', 'at', 'the', 'drop', 'of', 'hat', 'for', 'no', 'reason', 'possess', 'no', 'energy', 'to', 'do', 'anything', 'just', 'feeling', 'irritable', 'and', 'sad', 'about', 'everything']",anger,28,139
"['feel', 'like', 'ive', 'been', 'kinda', 'listless']",sadness,7,35
"['finished', 'checking', 'in', 'bruce', 'had', 'already', 'left', 'and', 'yiling', 'was', 'just', 'leaving', 'so', 'don', 'feel', 'had', 'chance', 'to', 'properly', 'thank', 'them', 'for', 'being', 'so', 'considerate', 'and', 'making', 'sure', 'we', 'got', 'settled', 'in']",joy,37,186
"['did', 'feel', 'for', 'her', 'but', 'honestly', 'was', 'just', 'too', 'glad', 'to', 'have', 'some', 'kind', 'of', 'salvation', 'from', 'the', 'merciless', 'sun']",joy,22,105
"['feel', 'lethargic', 'and', 'do', 'not', 'really', 'look', 'forward', 'to', 'anything', 'or', 'take', 'joy', 'in', 'anything', 'and', 'kinda', 'felt', 'like', 'that', 'last', 'night']",sadness,24,121
"['didn', 'sleep', 'well', 'the', 'night', 'before', 'and', 'am', 'not', 'feeling', 'half', 'as', 'brave', 'as', 'was', 'yesterday']",joy,19,88
"['think', 'about', 'it', 'with', 'the', 'anticipation', 'was', 'feeling', 'yesterday', 'its', 'kind', 'of', 'miracle', 'that', 'didnt', 'like', 'fake', 'an', 'injury', 'or', 'something', 'just', 'to', 'be', 'able', 'to', 'go', 'to', 'the', 'hospital', 'to', 'see', 'them']",sadness,37,180
"['also', 'feel', 'that', 'the', 'people', 'in', 'the', 'village', 'friendly', 'and', 'do', 'not', 'need', 'to', 'be', 'as', 'alert', 'as', 'in', 'manila', 'though', 'as', 'the', 'common', 'sense', 'rule', 'still', 'stays', 'that', 'is', 'not', 'to', 'let', 'your', 'guard', 'down']",joy,38,176
"['walk', 'in', 'the', 'door', 'to', 'my', 'house', 'feel', 'happy']",joy,11,43
"['feel', 'very', 'deprived', 'feel', 'like', 'did', 'so', 'many', 'things', 'right', 'amp', 'so', 'many', 'things', 'just', 'went', 'wrong']",sadness,20,94
"['also', 'feel', 'useless', 'and', 'unfulfilled']",sadness,6,35
"['am', 'left', 'feeling', 'happy', 'about', 'having', 'the', 'time', 'to', 'rest', 'and', 'take', 'care', 'of', 'me', 'but', 'at', 'the', 'same', 'time', 'this', 'huge', 'sense', 'of', 'guilt', 'builds', 'up', 'inside', 'of', 'me', 'for', 'not', 'having', 'respected', 'our', 'date', 'for', 'being', 'an', 'unreliable', 'teacher', 'selfish', 'friend']",joy,45,225
"['feel', 'much', 'better', 'and', 'without', 'the', 'help', 'of', 'ice']",joy,10,46
"['was', 'just', 'not', 'feeling', 'up', 'to', 'it', 'for', 'few', 'reasons', 'but', 'am', 'so', 'glad', 'to', 'be', 'back']",joy,20,77
"['have', 'to', 'admit', 'that', 'while', 'the', 'story', 'itself', 'was', 'interesting', 'in', 'their', 'portrayal', 'of', 'the', 'well', 'known', 'biblical', 'story', 'came', 'away', 'feeling', 'little', 'disappointed', 'with', 'the', 'end', 'result', 'especially', 'considering', 'the', 'names', 'involved']",sadness,36,215
"['was', 'feeling', 'super', 'pressed', 'for', 'time', 'the', 'other', 'day', 'did', 'cut', 'back', 'on', 'the', 'amount', 'of', 'time', 'meditated', 'but', 'didn', 'skip', 'it', 'altogether']",joy,28,131
"['reflect', 'back', 'on', 'all', 'the', 'beer', 'drank', 'feel', 'shamed']",sadness,12,52
"['am', 'not', 'feeling', 'shitty', 'about', 'life', 'anymore']",sadness,8,42
"['feel', 'when', 'ever', 'listen', 'to', 'the', 'msm', 'main', 'stream', 'media', 'deprived']",sadness,13,63
"['feel', 'everything', 'is', 'in', 'control', 'then', 'am', 'ok']",joy,10,44
"['sent', 'her', 'was', 'pretty', 'long', 'and', 'now', 'feel', 'little', 'embarrassed', 'looking', 'back', 'at', 'the', 'letter', 'gave', 'her']",sadness,21,100
"['am', 'feeling', 'especially', 'lively']",joy,5,30
"['have', 'lost', 'touch', 'with', 'the', 'things', 'that', 'feel', 'passionate', 'about', 'am', 'getting', 'less', 'spontaneous', 'am', 'living', 'by', 'lists', 'urgh']",joy,22,116
"['feel', 'very', 'distressed', 'because', 'supportive', 'of', 'this', 'campaign', 'and', 'with', 'the', 'senator', 'jackson', 'told', 'cnn']",fear,18,100
"['know', 'that', 'shouldnt', 'have', 'run', 'around', 'with', 'his', 'dirty', 'socks', 'on', 'stick', 'like', 'flag', 'for', 'our', 'friends', 'to', 'see', 'no', 'matter', 'how', 'angry', 'or', 'hurt', 'was', 'feeling', 'about', 'the', 'dirty', 'laundry', 'that', 'he', 'left', 'me']",sadness,40,187
"['feel', 'shitty', 'because', 'she', 'quit', 'job', 'to', 'come', 'here', 'but', 'there', 'is', 'only', 'so', 'much', 'hand', 'holding', 'and', 'training', 'that', 'am', 'willing', 'to', 'do']",sadness,27,125
"['manage', 'to', 'reach', 'conclusion', 'after', 'all', 'my', 'musings', 'feel', 'somehow', 'more', 'resolved']",joy,15,80
"['dont', 'have', 'to', 'buy', 'it', 'in', 'tubs', 'which', 'feels', 'vile']",anger,11,46
"['feel', 'like', 'divorcee', 'we', 'were', 'together', 'so', 'long', 'and', 'our', 'separation', 'was', 'so', 'messy']",sadness,16,79
"['always', 'tell', 'people', 'my', 'brd', 'armor', 'sucks', 'since', 'totally', 'feel', 'it', 'does', 'so', 'was', 'amazed', 'to', 'see', 'some', 'of', 'the', 'crap', 'some', 'brds', 'wear']",surprise,27,123
"['im', 'already', 'feeling', 'nostalgic', 'about', 'the', 'san', 'antonio', 'spurs', 'golden', 'state', 'warriors', 'series', 'and', 'it', 'hasnt', 'even', 'ended', 'yet']",love,19,113
"['personally', 'feel', 'they', 'are', 'doomed', 'to', 'finish', 'dead', 'last', 'in', 'the', 'nl', 'central', 'without', 'this', 'key', 'cog', 'to', 'any', 'championship', 'team']",sadness,22,117
"['thought', 'this', 'is', 'precisely', 'why', 'making', 'the', 'show', 'because', 'feel', 'very', 'uncertain', 'in', 'the', 'world']",fear,19,94
"['remember', 'feeling', 'bowled', 'over', 'and', 'surprised', 'by', 'my', 'own', 'reaction', 'at', 'the', 'tears', 'welling', 'up']",surprise,16,87
"['have', 'been', 'procrastinator', 'have', 'endless', 'potential', 'and', 'passion', 'inside', 'yet', 'im', 'stuck', 'in', 'the', 'cage', 'of', 'my', 'own', 'soul', 'the', 'unresolved', 'feelings', 'hurt', 'resentment', 'that', 'hold', 'inside', 'has', 'built', 'up', 'even', 'do', 'try', 'to', 'build', 'myself', 'back', 'up', 'again']",sadness,44,228
"['ive', 'been', 'feeling', 'vaguely', 'dissatisfied', 'with', 'reel', 'pros', 'since', 'signed', 'up', 'few', 'weeks', 'ago']",anger,16,86
"['im', 'feeling', 'particularly', 'generous']",joy,4,32
"['went', 'on', 'to', 'the', 'holiday', 'party', 'that', 'evening', 'courtesy', 'of', 'another', 'journalism', 'sibling', 'whom', 'call', 'my', 'big', 'bro', 'feeling', 'little', 'unsure', 'on', 'why', 'was', 'really', 'attending']",fear,30,159
"['feel', 'like', 'this', 'could', 'be', 'dangerous', 'topic', 'if', 'anyone', 'feels', 'passionately', 'about', 'pianos', 'but', 'its', 'been', 'on', 'my', 'mind', 'for', 'while', 'and', 'thought', 'it', 'was', 'worth', 'discussing', 'not', 'because', 'im', 'going', 'to', 'paint', 'my', 'piano', 'which', 'grew', 'up', 'with', 'so', 'please', 'stop', 'hyperventilating', 'mom']",anger,49,255
"['really', 'only', 'get', 'inspired', 'to', 'write', 'on', 'this', 'blog', 'when', 'im', 'feeling', 'shitty', 'about', 'life', 'and', 'guess', 'september', 'being', 'my', 'birth', 'month', 'and', 'all', 'was', 'pretty', 'great']",sadness,29,150
"['feel', 'like', 'being', 'selfish', 'and', 'keeping', 'this', 'foodie', 'secret', 'myself', 'but', 'why', 'would', 'deny', 'everyone', 'else']",anger,18,98
"['im', 'not', 'feeling', 'too', 'joyful', 'about', 'writing', 'this', 'blog', 'because', 'id', 'rather', 'be', 'knitting']",joy,14,79
"['am', 'responsible', 'for', 'picking', 'man', 'who', 'on', 'occasion', 'reminds', 'me', 'of', 'people', 'from', 'my', 'past', 'like', 'my', 'mom', 'and', 'threaten', 'myself', 'can', 'break', 'this', 'pattern', 'by', 'conducting', 'myself', 'in', 'different', 'way', 'even', 'when', 'feel', 'scared', 'because', 'deep', 'down', 'know', 'he', 'good', 'man']",fear,51,248
"['am', 'right', 'now', 'feel', 'amused', 'the', 'sounds', 'hear', 'are', 'my', 'aircleaner', 'around', 'me', 'see', 'my', 'bed', 'and', 'my', 'cat', 'feel', 'most', 'connected', 'to', 'this', 'person', 'michael', 'think', 'it', 'weird', 'that', 'im', 'mom']",joy,40,176
"['feel', 'so', 'contented', 'so', 'fulfilled']",joy,6,32
"['ive', 'somehow', 'had', 'few', 'epiphanies', 'and', 'toned', 'down', 'the', 'need', 'for', 'validation', 'its', 'still', 'work', 'in', 'progress', 'but', 'feel', 'less', 'need', 'to', 'be', 'liked', 'by', 'people', 'who', 'dont', 'deserve', 'the', 'attention']",love,34,174
"['didn', 'feel', 'relieved']",joy,5,22
"['hate', 'feeling', 'dumb', 'hate', 'people', 'who', 'make', 'me', 'feel', 'dumb', 'or', 'like', 'am', 'being', 'baby']",sadness,19,81
"['know', 'that', 'should', 'feel', 'some', 'sort', 'of', 'melancholy', 'but', 'don']",sadness,14,61
"['would', 'feel', 'so', 'excited', 'waiting', 'for', 'the', 'mailman', 'to', 'come', 'to', 'our', 'house', 'handing', 'me', 'these', 'letters']",joy,18,93
"['read', 'in', 'the', 'book', 'called', 'the', 'mindful', 'woman', 'that', 'every', 'so', 'often', 'throughout', 'your', 'day', 'you', 'should', 'stop', 'and', 'close', 'your', 'eyes', 'and', 'think', 'about', 'anything', 'that', 'you', 'can', 'hear', 'or', 'see', 'or', 'smell', 'or', 'feel', 'its', 'kind', 'of', 'cool', 'experiment']",joy,43,216
"['feel', 'so', 'paranoid', 'don', 'want', 'to', 'feel', 'like', 'did', 'back', 'then', 'ever', 'again']",fear,17,71
"['do', 'feel', 'like', 'it', 'is', 'fine', 'to', 'have', 'sex', 'but', 'you', 'should', 'be', 'fully', 'aware', 'of', 'what', 'happen', 'due', 'to', 'that', 'action', 'and', 'know', 'about', 'different', 'types', 'of', 'protection', 'there', 'is', 'to', 'prevent', 'pregnancy']",joy,35,176
"['wanted', 'that', 'sacred', 'experience', 'to', 'feel', 'that', 'divine', 'communion', 'with', 'the', 'god', 'of', 'my', 'understanding', 'wanted', 'to', 'feel', 'sublime', 'love', 'in', 'sacred', 'terms']",joy,25,140
"['worry', 'theyll', 'feel', 'rejected', 'or', 'take', 'my', 'chosen', 'plans', 'as', 'an', 'insult']",sadness,13,65
"['was', 'half', 'feeling', 'very', 'irritated', 'and', 'just', 'wanted', 'to', 'get', 'out', 'of', 'amp', 'lol']",anger,17,75
"['feel', 'am', 'writing', 'this', 'blog', 'for', 'selfish', 'reasons', 'but', 'know', 'god', 'can', 'use', 'it', 'for', 'his', 'her', 'purpose']",anger,21,95
"['was', 'in', 'could', 'feel', 'him', 'and', 'hated', 'the', 'drawn', 'tight', 'feeling', 'had']",anger,16,67
"['still', 'feel', 'craving', 'for', 'sweet', 'food']",joy,8,37
"['love', 'the', 'wispy', 'feeling', 'of', 'the', 'delicate', 'strands', 'and', 'the', 'mellow', 'green', 'vibe']",love,14,74
"['often', 'feel', 'disillusioned', 'but', 'look', 'upon', 'it', 'as', 'test', 'of', 'will', 'and', 'test', 'of', 'character']",sadness,19,87
"['just', 'feel', 'terrified']",fear,4,21
"['honestly', 'have', 'so', 'much', 'research', 'to', 'do', 'and', 'have', 'to', 'think', 'of', 'so', 'many', 'color', 'schemes', 'and', 'how', 'to', 'implement', 'organizational', 'tips', 'for', 'small', 'spaces', 'that', 'feel', 'more', 'than', 'overwhelmed', 'with', 'the', 'intensity', 'of', 'this', 'project', 'however', 'there', 'is', 'the', 'masochist', 'in', 'me', 'that', 'is', 'incredibly', 'excited']",surprise,49,272
"['flipped', 'out', 'at', 'guys', 'feel', 'terrible', 'today', 'flipped', 'out', 'at', 'guys', 'feel', 'terrible', 'href', 'http', 'www']",sadness,21,97
"['remember', 'consistently', 'feeling', 'dissatisfied', 'with', 'my', 'progress']",anger,8,61
"['am', 'hoping', 'the', 'running', 'thing', 'works', 'out', 'like', 'the', 'numerous', 'success', 'stories', 'have', 'accumulated', 'but', 'so', 'far', 'am', 'not', 'feeling', 'hopeful', 'today']",joy,25,134
"['im', 'sure', 'its', 'great', 'film', 'but', 'guess', 'wasnt', 'feeling', 'too', 'appreciative', 'and', 'just', 'had', 'long', 'day']",joy,20,93
"['have', 'hurt', 'so', 'much', 'and', 'been', 'told', 'to', 'stop', 'so', 'much', 'that', 'suppose', 'it', 'all', 'leaked', 'into', 'my', 'brain', 'and', 'now', 'feel', 'guilty', 'when', 'hurt']",sadness,29,126
"['felt', 'joy', 'when', 'passed', 'the', 'worst', 'phase', 'in', 'my', 'life', 'and', 'discovered', 'how', 'many', 'people', 'considered', 'me', 'important', 'to', 'them']",joy,22,114
"['sit', 'around', 'and', 'feel', 'disillusioned', 'with', 'school']",sadness,9,49
"['ever', 'going', 'to', 'feel', 'cute', 'again']",joy,7,31
"['feel', 'like', 'have', 'been', 'faithful', 'enough', 'that', 'have', 'proved', 'myself', 'and', 'paid', 'my', 'dues', 'but', 'faith', 'is', 'not', 'stagnate']",joy,22,108
"['feel', 'it', 'is', 'vital', 'to', 'make', 'the', 'most', 'of', 'that', 'day', 'and', 'live', 'it', 'to', 'our', 'fullest', 'potential']",joy,19,84
"['dunno', 'just', 'feel', 'that', 'started', 'this', 'blog', 'little', 'shaky', 'as', 'wasnt', 'really', 'sure', 'about', 'what', 'sort', 'of', 'audience', 'was', 'addressing', 'or', 'anything']",fear,28,139
"['im', 'feeling', 'so', 'pissed', 'off', 'that', 'wanna', 'scream', 'and', 'shout', 'at', 'the', 'wall', 'facing', 'me', 'right', 'now']",anger,18,86
